Speaker,Utterance,Dialogue_Act,Dialogue_ID
T_28_U27,con quale dieta posso contrastare la caduta dei cappelli?,INFO-REQUEST,35
T_28_S28,"Ogni cellula e tessuto del corpo contiene proteine. Queste si trovano nei muscoli, nelle ossa, nei capelli, nelle unghie e nella pelle: buona parte delle calorie assunte ogni giorno deve, quindi, provenire dalle proteine. Un uomo di 70 kili ha bisogno di 50 o 60 grammi di proteine al giorno, mentre, una donna di 55 kili ha bisogno di 40 o 50 grammi circa.",OFFER-GIVE-INFO,35
T_28_U28,in quali cibi ci sono molte proteine?,INFO-REQUEST,35
T_28_S29,"Le proteine necessarie possono essere assunte con due o tre porzioni di carne, latte, uova. Oppure, con quattro porzioni di proteine vegetali, come cereali i integrali, le verdure, i legumi, o anche la frutta secca.",OFFER-GIVE-INFO,35
T_28_U29,con che cibi posso contrastare i problemi della vista?,INFO-REQUEST,35
T_28_S30,"La ricerca ha dimostrato che ingerire le dosi raccomandate di Vitamina A e C, fibre e sali minerali  puo' avere diversi effetti benefici sulla salute. Le vitamine A e C depurano il sangue e sono importanti per la crescita e la rigenerazione dei tessuti.",PERSUASION-SUGGEST,35
T_28_U30,quali sono gli alimenti ricchi di vitamina C?,INFO-REQUEST,35
T_28_S31,"Mi dispiace davvero, ma non so rispondere a questa domanda",ANSWER,35
T_28_U31,qual'è la dieta raccomandata per compensare la mancanza della vitamina c,SOLICITATION-REQ_CLARIFICATION,35
T_28_S32,Purtroppo sono poco esperta in questo campo.,ANSWER,35
T_28_U32,va bene valentina ti ringrazio per i tuoi consigli,KIND-ATTITUDE_SMALL-TALK,35
T_28_S33,Arrivederci. E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,35
T_28_U33,ciao!,CLOSING,35
S_18_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,37
S_18_U1,"ciao valentina, io mi chiamo Federica. Cosa hai mangiato oggi?",OPENING,37
S_18_S2,Forse dimentichi che sono un agente artificiale. Gli agenti artificiali vivono in un mondo virtuale...,TALK-ABOUT-SELF,37
S_18_U2,"Beh, allora ti dico cosa ho mangiato io oggi. Oggi ho mangiato della pasta… e poi… della carne: era molto buona! Mmm…",STATEMENT,37
S_18_S3,Ti alimenti spesso in questa maniera?,QUESTION,37
S_18_U3,beh dipende. Però ad esempio la pasta la mangio ogni giorno.,STATEMENT,37
S_18_S4,"Fantastico! In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati I carboidrati aiutano a tenere sotto controllo...",PERSUASION-SUGGEST,37
S_18_U4,"Purtroppo io non faccio attività fisica. Ehm… invece la carne la mangio due volte alla settimana, più o meno.",STATEMENT,37
S_18_S5,Ogni cellula e tessuto del corpo contiene proteine. Una donna di 55 kili ha bisogno di 40 o 50...,OFFER-GIVE-INFO,37
S_18_U5,"Quindi dovrei mangiare la carne piu spesso. Invece a me piacciono molto i dolci, e questi li mangio spesso, quasi ogni giorno.",STATEMENT,37
S_18_S6,"I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,37
S_18_U6,"Eh invece questi dolci, i dolci alla crema, sono quelli che preferisco.",STATEMENT,37
S_18_S7,Difficile resistere alle tentazioni!,ENCOURAGE-SORRY,37
S_18_U7,"Quando invece la mattina vado a scuola mangio… a metà mattinata faccio sempre uno spuntino ehm… mangio soprattutto, mangio spesso un panino. Un panino con del prosciutto, anche del formaggio.",STATEMENT,37
S_18_S8,"Ah, bene!",ENCOURAGE-SORRY,37
S_18_U8,Credi che le mie abitudini alimentari siano buone?,INFO-REQUEST,37
S_18_S9,Credo di sì,ANSWER,37
S_18_U9,Mmm,AGREE,37
S_18_S10,Che pensi di un piatto di frittura?,QUESTION,37
S_18_U10,"eh, credo che sia molto invitante, non resisterei.",STATEMENT,37
S_18_S11,Ne mangi spesso?,QUESTION,37
S_18_U11,"Beh no, la frittura la mangio soltanto… la mangio raramente.",STATEMENT,37
S_18_S12,Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,37
S_18_U12,"beh no, io mi ritengo soddisfatta della mia dieta perché comunque non ingrasso.",STATEMENT,37
S_18_S13,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,37
S_18_U13,ehm… a volte però mi capita… cioè sono una persona che mangia parecchio però non ingrasso proprio. Cioè mangio mangio mangio e poi non prendo neanche un chilo.,STATEMENT,37
S_18_S14,"Ah, bene!",ENCOURAGE-SORRY,37
S_18_U14,Mmm,AGREE,37
S_18_S15,Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,OFFER-GIVE-INFO,37
S_18_U15,mmm credi che i latticini siano grassi?,INFO-REQUEST,37
S_18_S16,"Mi dispiace, non so rispondere a questa domanda",ANSWER,37
S_18_U16,mmm... e i formaggi? Sono grassi?,INFO-REQUEST,37
S_18_S17,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,37
S_18_U17,Un’altra cosa che mi piace mangiare sono i salumi e li mangio spesso. Però so che non fanno bene,STATEMENT,37
S_18_S18,Sì Un eccesso di grasso corporeo costituisce un fattore di rischio elevato per lo sviluppo di malattie...,PERSUASION-SUGGEST,37
S_18_U18,Quindi è preferibile mangiare la margarina rispetto al burro?,INFO-REQUEST,37
S_18_S19,Credo di sì,ANSWER,37
S_18_U19,Diciamo che non ritengo di avere una dieta molto ricca di grassi  ma credo che la mia alimentazione sia abbastanza equilibrata. Il riso fa bene?,INFO-REQUEST,37
S_18_S20,Ti piacciono frutta e  verdura?,QUESTION,37
S_18_U20,"beh, se devo essere sincera no. Infatti evito la verdura e mangio la frutta, cioè… non mangio sempre la frutta.",STATEMENT,37
S_18_S21,Ho l’impressione che le tue abitudini alimentari non siano ideali.,ENCOURAGE-SORRY,37
S_18_U21,"Eh vabbè, non ci posso fare niente, non mi piacciono questi alimenti. Mmm…",STATEMENT,37
S_18_S22,Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta,PERSUASION-SUGGEST,37
S_18_U22,Mi consigli di mangiare dell’insalata ogni giorno?,INFO-REQUEST,37
S_18_S23,Sì,ANSWER,37
S_18_U23,"Prima hai parlato di frutta… di verdura congelata ehm... ma mantiene inalterate le caratteristiche della verdura... non congelata, a temperatura ambiente?",INFO-REQUEST,37
S_18_S24,Credo di sì,ANSWER,37
S_18_U24,"Per quanto riguarda i fritti, è meglio usare l’olio di oliva o l’olio di semi?",INFO-REQUEST,37
S_18_S25,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. L'alimentazione moderna, particolarmente...",PERSUASION-SUGGEST,37
S_18_U25,E quale è più grasso: l’olio di oliva o l’olio di semi?,INFO-REQUEST,37
S_18_S26,"Mi dispiace, non so rispondere a questa domanda",ANSWER,37
S_18_U26,Prima abbiamo parlato di gelati eeehm… hai detto che sarebbe preferibile mangiare gelati alla frutta. Io però non ne mang... perché è meglio mangiare i gelati alla frutta?,INFO-REQUEST,37
S_18_S27,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,37
S_18_U27,E della cioccolata cosa mi dici? È da evitare come alimento?,INFO-REQUEST,37
S_18_S28,"Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo può rientrare in uno...",PERSUASION-SUGGEST,37
S_18_U28,"Ehm… molti mi dicono che la pasta fa ingrassare: tu sei d’accordo? È davvero un alimento che fa ingrassare, la pasta?",INFO-REQUEST,37
S_18_S29,"Una carenza di carboidrati alimentari porta l'organismo a ricorrere ad altre sostanze reperite dai depositi, e... I carboidrati aiutano a tenere sotto controllo...",PERSUASION-SUGGEST,37
S_18_U29,E... le bibite gassate fanno male?,INFO-REQUEST,37
S_18_S30,Credo di sì,ANSWER,37
S_18_U30,"E io sono una persona che consuma abitualmente succhi di frutta perché mi piacciono. Ehm… diciamo, come bevanda è da evitare oppure si può bere... si può bere spesso?",INFO-REQUEST,37
S_18_S31,Credo di sì,ANSWER,37
S_18_U31,"E’ vero che le carote, come un po’ tutta la verdura, fanno bene alla vista?",INFO-REQUEST,37
S_18_S32,"La ricerca ha dimostrato che ingerire le dosi raccomandate di Vitamina A e C, fibre e sali minerali  può avere... Le vitamine A e C depurano il sangue e sono importanti per la crescita e la rigenerazione dei tessuti.",PERSUASION-SUGGEST,37
S_18_U32,E ci sono degli alimenti che favoriscono l’abbronzatura?,INFO-REQUEST,37
S_18_S33,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,37
S_18_U33,Un alimento che non mi piace è il pesce e quindi tendo a mangiarlo molto raramente. È sbagliata come abitudine?,INFO-REQUEST,37
S_18_S34,"I grassi insaturi si trovano in alcuni pesci, il cosiddetto pesce azzurro, e in alcuni oli vegetali... Una carenza di grassi insaturi provoca alterazioni della struttura e nella funzione di enzimi, determinando un certo numero di disturbi...",PERSUASION-SUGGEST,37
S_18_U34,E’ vero che il pesce contiene magnesio?,INFO-REQUEST,37
S_18_S35,Credo di sì,ANSWER,37
S_18_U35,Ti piace il pesce?,KIND-ATTITUDE_SMALL-TALK,37
S_18_S36,"Non sono in grado di mangiare, e quindi non seguo diete particolari...",TALK-ABOUT-SELF,37
S_18_U36,Beata te!,KIND-ATTITUDE_SMALL-TALK,37
S_18_S37,"Vedo che, complessivamente, fai attenzione alla tua dieta, e ne sono contenta Resisti alle tentazioni, si vede che tieni alla tua salute e al tuo aspetto!",ENCOURAGE-SORRY,37
S_18_U37,Grazie,KIND-ATTITUDE_SMALL-TALK,37
S_18_S38,E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,37
S_18_U38,"oh, lo sei anche tu. Allora ci vediamo",KIND-ATTITUDE_SMALL-TALK,37
S_18_S39,Grazie e arrivederci!,CLOSING,37
S_4_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta. Ti piace mangiare?",OPENING,38
S_4_U1,Sì,GENERIC-ANSWER,38
S_4_S2,Che cosa hai mangiato per pranzo?,QUESTION,38
S_4_U2,Un panino e una frutta,STATEMENT,38
S_4_S3,Ti alimenti spesso in questa maniera?,QUESTION,38
S_4_U3,No. Una cosa di giorno!,SOLICITATION-REQ_CLARIFICATION,38
S_4_S4,Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,38
S_4_U4,E penso che sia un po’ sbagliata,STATEMENT,38
S_4_S5,E allora? Dimmi qualcosa di più!,ENCOURAGE-SORRY,38
S_4_U5,"E su che cosa, su quello che mangio?",SOLICITATION-REQ_CLARIFICATION,38
S_4_S6,Sì,ANSWER,38
S_4_U6,"Se sono a casa mangio un primo, e magari la sera mangio o la carne o il pesce",STATEMENT,38
S_4_S7,Ti attirano molto i dolci?,QUESTION,38
S_4_U7,"Molto, moltissimo!",STATEMENT,38
S_4_S8,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,38
S_4_U8,"Vorrei cambiarlo, comunque perdere 4-5 chili ma non riesco",STATEMENT,38
S_4_S9,Quali sono i problemi che hai incontrato?,QUESTION,38
S_4_U9,Quando? Che problemi?,SOLICITATION-REQ_CLARIFICATION,38
S_4_S10,Hai mai desiderato di cambiare dieta?,QUESTION,38
S_4_U10,"Mmm, sì ma in che senso?",SOLICITATION-REQ_CLARIFICATION,38
S_4_S11,Che pensi di un piatto di frittura?,QUESTION,38
S_4_U11,Non tanto mi piace!,STATEMENT,38
S_4_S12,Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze...?,QUESTION,38
S_4_U12,"Sì, perché comunque assumo proteine carboidrati, insomma assumo...",STATEMENT,38
S_4_S13,Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,OFFER-GIVE-INFO,38
S_4_U13,"Boh, non lo so",GENERIC-ANSWER,38
S_4_S14,"Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. La porzione consigliata  risulta essere di circa 80 grammi: per esempio una mela, due o tre cucchiai di verdure...",PERSUASION-SUGGEST,38
S_4_U14,"E su questi ci siamo, 2-3 porzioni di frutta secca ci siamo, la verdura non sempre la mangio..",STATEMENT,38
S_4_S15,"Meglio ingerire la verdura fresca prima del pasto, per raggiungere rapidamente il senso di sazietà e...",PERSUASION-SUGGEST,38
S_4_U15,Qual è la frutta zuccherina?,INFO-REQUEST,38
S_4_S16,"Mi dispiace, non so rispondere a questa domanda",ANSWER,38
S_4_U16,Quindi in generale è la frutta che non si può mangiare dopo pranzo?,INFO-REQUEST,38
S_4_S17,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,38
S_4_U17,"Ok, quindi altre informazioni relative ai carboidrati, quante volte al giorno bisogna mangiarli...",INFO-REQUEST,38
S_4_S18,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati",PERSUASION-SUGGEST,38
S_4_U18,Mmm,AGREE,38
S_4_S19,I carboidrati aiutano a tenere sotto controllo...,PERSUASION-SUGGEST,38
S_4_U19,Invece per quanto riguarda le pro...,INFO-REQUEST,38
S_4_S20,"Una carenza di carboidrati alimentari porta l'organismo a ricorrere ad altre sostanze reperite dai depositi, e...",PERSUASION-SUGGEST,38
S_4_U20,"Ah, ho capito. Invece per quanto riguarda le proteine, meglio carne o pesce?",INFO-REQUEST,38
S_4_S21,Ogni cellula e tessuto del corpo contiene proteine. Una donna di 55 kili ha bisogno di 40 o 50...,OFFER-GIVE-INFO,38
S_4_U21,"E i dolci, fanno proprio male?",INFO-REQUEST,38
S_4_S22,"I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,38
S_4_U22,"Quindi, quelli che piacciono a me insomma!",KIND-ATTITUDE_SMALL-TALK,38
S_4_S23,"Oh, mi dispiace!",ENCOURAGE-SORRY,38
S_4_U23,"Certo che è interessante il fatto che riesce a capire le risposte, le domande, o comunque le considerazioni",KIND-ATTITUDE_SMALL-TALK,38
S_4_S24,"Ah, bene!",ENCOURAGE-SORRY,38
S_4_U24,"Cos’altro, e il caffè fa male?",INFO-REQUEST,38
S_4_S25,"Mi dispiace, non so rispondere a questa domanda",ANSWER,38
S_4_U25,Ma come verrà utilizzato questo agente animato?,KIND-ATTITUDE_SMALL-TALK,38
S_4_S26,"Mi dispiace, non so rispondere a questa domanda",ANSWER,38
S_4_U26,Ok,AGREE,38
S_4_S27,"Vedo che, complessivamente, fai attenzione alla tua dieta, e ne sono contenta",ENCOURAGE-SORRY,38
S_4_U27,"Vabbè, meglio così insomma!",GENERIC-ANSWER,38
S_4_S28,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,38
S_4_U28,"Ok, grazie mille, ciao",CLOSING,38
S_21_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,39
S_21_U1,Devo rispondere ?,SOLICITATION-REQ_CLARIFICATION,39
S_21_S2,Cosa mangi di solito?,QUESTION,39
S_21_U2,allora io… mangio… un pò di tutto però poche verdure e molta carne. Questo è positivo o no?,INFO-REQUEST,39
S_21_S3,Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta,PERSUASION-SUGGEST,39
S_21_U3,Ehm ma a me non piace la frutta fresca..Come posso sostituirla?,INFO-REQUEST,39
S_21_S4,"La ricerca ha dimostrato che ingerire le dosi raccomandate di Vitamina A e C, fibre e sali minerali  può avere... Le vitamine A e C depurano il sangue e sono importanti per la crescita e la rigenerazione dei tessuti. Che cosa hai mangiato per colazione?",PERSUASION-SUGGEST,39
S_21_U4,ho solo bevuto una tazza di caffè e latte,STATEMENT,39
S_21_S5,Ti alimenti spesso in questa maniera?,QUESTION,39
S_21_U5,"no, quasi ogni giorno prendo solo la tazza di latte e caffè",STATEMENT,39
S_21_S6,Che pensi di un bel piatto di spaghetti?,QUESTION,39
S_21_U6,"E va beh, penso che a colazione non sia il massimo. Preferirei qualcosa di dolce",STATEMENT,39
S_21_S7,Ti attirano molto i dolci?,QUESTION,39
S_21_U7,I dolci però molto di più i gelati. Io non resisto ai gelati,STATEMENT,39
S_21_S8,"Difficile resistere alle tentazioni! I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,39
S_21_U8,"Mmmm ma a me non piace la frutta quindi non mi piacciono i gelati alla frutta, preferisco quelli con la panna.",STATEMENT,39
S_21_S9,"Mi dispiace, non so rispondere a questa domanda. Che pensi di un piatto di frittura?",QUESTION,39
S_21_U9,Che la mangerei tutti i giorni.,STATEMENT,39
S_21_S10,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. l'alimentazione moderna, particolarmente...",PERSUASION-SUGGEST,39
S_21_U10,Quante volte a settimana mi consigli di mangiare cibo… cibi fritti?,INFO-REQUEST,39
S_21_S11,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi... Ho l’impressione che le tue abitudini alimentari non siano ideali.",TALK-ABOUT-SELF,39
S_21_U11,"Va be comunque, cioè, finora sono stata bene. Quindi non… non mi preoccupo più di tanto e vorrei continuare a mangiare cosi se…",REJECT,39
S_21_S12,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,39
S_21_U12,"No, perché, comunque, cioè, non è che faccio una vita molto movimentata quindi ciò che mi preparano a casa quello mangio e mi piace molto. Quindi… non mi sono mai preoccupata di ciò che mangio perché penso che sia buono e sano.",STATEMENT,39
S_21_S13,"Lo so: mangiare, e forse vivere, in modo disordinato, sembra a molti Piacevole,e forse hanno ragione. Ma... Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata prima... Hai mai desiderato di cambiare dieta?",QUESTION,39
S_21_U13,"No, per niente perché, ripeto, mi piace cio che mangio e non ho mai avuto problemi. Preferisco piuttosto fare piu attività sportiva.",STATEMENT,39
S_21_S14,"Sicuramente, la forma fisica è importante!",OFFER-GIVE-INFO,39
S_21_U14,"Sì è proprio per questo che mi concentro piu sullo sport che piuttosto bilanciare la mia dieta, equilibrarla.",STATEMENT,39
S_21_S15,Mangiare ad orari fissi è un modo per evitare di saltare i pasti e di trascurare sostanze che spesso ...,PERSUASION-SUGGEST,39
S_21_U15,"Ma io infatti mangio solo a colazione, a pranzo, faccio una piccola merenda e poi ceno. Però non è, non penso che sia una dieta disordinata.",STATEMENT,39
S_21_S16,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,39
